id,marriage,attend,denom,gender,ideology,orientation,friends,educ,region,race,age
574,1,4,7,1,3,1,1,14,2,1,27
575,3,4,7,2,0,1,5,11,2,1,47
576,2,3,7,2,0,1,1,16,2,1,34
577,3,1,1,1,0,1,5,12,2,1,73
578,3,5,7,2,6,1,5,13,2,1,31
579,2,4,1,2,1,1,1,17,2,1,58
580,3,5,7,2,3,1,1,14,2,1,43
581,3,3,1,1,5,1,5,12,2,1,72
582,3,3,7,1,1,1,5,12,2,1,51
583,1,5,1,2,2,1,1,12,2,1,23
584,1,5,1,2,1,1,5,12,2,1,60
585,1,1,1,1,1,1,1,12,2,1,73
586,2,3,7,1,5,1,1,12,2,1,41
587,3,4,1,2,0,1,5,10,2,1,76
588,1,4,1,1,2,1,1,12,2,1,30
589,3,4,7,2,3,1,1,11,2,1,39
590,2,5,7,1,0,1,5,14,2,1,28
591,3,1,7,1,0,1,5,12,2,2,73
592,2,5,2,2,1,1,1,13,2,2,64
593,3,3,7,1,2,1,5,9,2,2,48
594,2,5,2,1,0,1,5,16,2,2,48
595,3,3,7,1,1,1,1,14,2,2,48
596,1,5,1,1,2,5,1,14,2,1,44
597,3,3,7,2,0,1,5,13,2,2,57
598,3,3,7,1,1,1,5,10,2,2,24
599,3,5,7,1,3,1,5,12,2,1,34
600,1,4,7,2,3,1,1,15,2,1,23
601,3,1,7,2,0,5,1,11,2,2,33
602,2,2,7,2,1,1,5,12,2,2,23
603,2,1,7,2,0,1,1,12,2,1,52
604,3,1,7,1,1,1,5,12,2,1,48
605,3,5,7,1,3,1,5,10,2,1,70
606,2,4,1,2,2,1,1,12,2,1,64
607,3,1,7,2,2,1,5,8,2,1,82
608,3,1,7,2,6,1,5,9,2,1,64
609,1,5,2,2,5,1,1,14,2,1,57
610,3,1,7,2,6,1,1,12,2,1,52
611,1,4,7,1,1,1,1,12,2,1,20
612,2,3,7,2,0,1,5,12,2,1,48
613,2,5,7,1,4,1,5,12,2,1,53
614,2,1,1,2,5,1,5,13,2,1,91
615,2,1,1,2,1,1,5,14,2,1,72
616,1,5,7,1,3,1,5,14,2,4,49
617,2,3,7,2,3,1,1,13,2,1,49
618,1,5,1,1,4,1,5,12,2,2,55
619,3,1,7,1,5,1,5,14,2,4,60
620,3,5,7,1,4,1,1,11,2,1,40
621,2,1,1,1,4,1,5,17,2,1,45
622,3,2,1,2,5,1,5,14,2,1,53
623,3,2,1,2,5,1,1,13,2,1,57
624,3,5,1,2,4,1,1,15,2,1,54
625,2,1,1,1,6,1,1,16,2,1,47
626,2,2,2,2,1,1,1,12,2,1,82
627,2,1,1,2,6,1,5,17,2,1,62
628,1,3,7,1,3,1,5,16,2,1,59
629,3,4,1,1,0,1,1,12,2,1,58
630,3,1,1,2,6,1,5,16,2,1,49
631,2,3,7,2,0,1,5,12,2,1,72
632,2,1,1,2,6,1,1,17,2,1,36
633,1,3,7,1,2,1,5,11,3,2,23
634,3,5,7,2,0,1,5,5,3,2,80
635,1,3,1,2,1,1,5,7,3,2,77
636,1,1,7,2,0,1,5,12,3,2,36
637,1,5,7,2,0,1,5,13,3,2,33
638,3,1,7,2,0,1,5,8,3,2,84
639,2,2,7,1,0,1,5,11,3,2,47
640,3,1,7,1,2,1,1,14,3,2,35
641,3,3,7,1,0,5,5,12,3,2,58
642,3,2,7,2,0,1,5,10,3,2,59
643,3,2,1,2,0,1,5,13,3,2,47
644,1,5,7,1,0,1,5,11,3,2,63
645,1,3,7,2,2,1,1,12,3,2,32
646,3,2,7,1,0,1,5,12,3,2,54
647,2,3,7,2,0,1,5,11,3,2,65
648,3,3,7,1,0,1,1,12,3,2,58
649,3,1,7,2,0,1,5,16,3,2,41
650,3,5,2,2,0,5,1,13,3,2,74
651,3,2,1,2,0,1,5,16,3,2,30
652,3,1,2,1,0,1,5,12,3,2,57
653,2,2,7,1,0,1,5,14,3,2,41
654,3,3,7,2,0,1,5,11,3,2,46
655,1,1,7,1,0,1,5,13,3,2,47
656,3,2,7,2,1,1,5,13,3,2,54
657,3,1,7,2,0,1,5,17,3,2,78
658,2,5,7,1,0,1,5,9,3,2,82
659,1,1,2,1,0,1,5,12,3,2,31
660,2,3,7,2,3,1,1,13,3,2,31
661,1,3,7,2,1,1,5,13,3,2,22
662,2,3,7,2,4,1,5,11,3,2,50
663,3,1,7,2,2,1,5,14,3,2,29
664,3,3,7,1,0,1,5,12,3,2,45
665,1,5,7,2,1,1,1,12,3,2,26
666,3,5,7,1,2,1,5,12,3,2,25
667,2,3,1,1,1,1,1,16,3,2,43
668,1,5,7,2,2,1,5,12,3,2,18
669,2,5,7,2,1,1,1,12,3,2,44
670,3,1,7,2,0,1,5,11,3,2,53
671,2,4,7,1,2,1,1,11,3,2,38
672,2,1,7,2,0,1,5,12,3,2,79
673,3,3,7,2,2,1,5,12,3,2,55
674,2,2,7,2,0,1,1,14,3,2,44
675,3,2,7,2,0,1,5,12,3,2,69
676,1,3,7,1,4,1,1,12,3,2,35
677,2,1,2,2,3,1,1,10,3,2,25
678,2,1,7,1,0,1,5,12,3,2,70
679,3,4,2,1,2,1,5,10,3,2,48
680,2,1,7,1,3,1,5,9,3,2,46
681,3,2,7,2,1,1,5,12,3,2,60
682,3,5,7,1,3,1,5,14,3,1,47
683,2,5,7,2,1,1,5,17,3,1,57
684,3,1,7,2,5,1,1,15,3,1,30
685,3,2,7,2,0,1,5,12,3,1,56
686,3,3,1,1,5,1,5,17,3,1,46
687,2,1,2,2,1,1,5,12,3,1,49
688,3,4,7,1,3,1,5,12,3,1,31
689,1,1,7,2,0,1,1,12,3,1,58
690,3,4,7,2,3,1,1,14,3,1,31
691,3,4,7,2,1,1,5,12,3,1,50
692,1,5,2,2,3,1,5,12,3,1,37
693,3,1,7,1,6,1,5,14,3,1,32
694,3,1,1,1,6,1,1,16,3,1,77
695,3,1,7,2,3,1,5,12,3,1,28
696,2,4,7,1,5,1,1,14,3,1,23
697,3,5,7,1,6,1,1,14,3,1,60
698,3,1,1,2,1,1,5,12,3,1,64
699,2,4,7,2,6,1,1,12,3,1,52
700,3,5,7,1,6,1,5,12,3,1,56
701,3,5,7,1,0,1,5,12,3,1,59
702,3,2,7,2,2,1,5,9,3,1,66
703,2,5,1,1,2,1,5,12,1,1,37
704,1,2,1,2,0,1,1,14,1,1,65
705,1,4,2,1,4,1,1,13,1,4,20
706,3,2,2,2,2,1,5,12,1,1,62
707,2,3,1,1,1,1,1,17,1,1,52
708,3,1,2,2,1,1,5,12,1,1,84
709,1,3,7,2,5,1,1,17,1,1,26
710,3,5,1,1,5,1,1,14,1,1,30
711,1,5,2,2,6,1,5,16,1,1,41
712,1,4,3,2,0,1,1,17,1,1,58
713,1,4,2,2,0,5,1,17,1,1,58
714,1,4,1,2,1,1,1,16,1,1,46
715,3,5,2,1,6,1,5,17,1,1,45
716,3,5,2,1,4,1,5,16,1,1,61
717,1,2,1,1,2,1,1,17,2,2,60
718,2,3,1,2,1,1,1,17,2,1,58
719,3,2,1,1,5,1,5,16,2,1,31
720,3,2,1,1,5,1,5,17,2,1,70
721,2,5,7,2,2,1,1,14,2,1,38
722,1,5,1,2,5,1,5,12,2,1,58
723,2,1,1,2,6,1,5,16,2,1,66
724,3,5,2,2,3,1,5,11,2,1,62
725,2,3,1,2,2,1,1,13,2,1,51
726,2,5,7,1,0,1,1,12,2,1,34
727,3,1,1,1,6,1,1,17,2,1,54
728,3,5,1,1,0,1,1,11,2,1,47
729,1,1,7,2,3,1,1,12,2,2,27
730,1,3,1,2,0,1,1,13,2,2,35
731,1,3,7,2,3,1,1,10,2,2,45
732,2,4,7,2,4,1,1,11,2,2,20
733,2,3,7,1,1,1,1,15,2,2,48
734,1,4,7,2,0,1,1,13,2,2,52
735,3,3,7,2,2,1,5,12,2,2,80
736,3,1,1,2,0,1,1,13,2,2,63
737,3,5,7,1,0,1,5,12,2,2,43
738,3,1,7,2,2,1,1,15,2,2,52
739,2,3,7,1,0,1,5,12,2,2,55
740,1,4,7,2,0,1,1,14,2,2,54
741,3,3,7,2,0,1,5,16,2,2,59
742,1,5,7,2,1,1,5,14,2,2,50
743,1,1,7,2,0,1,5,14,2,2,76
744,3,1,1,2,0,1,1,17,2,2,59
745,3,3,2,1,0,1,5,12,2,4,79
746,3,1,7,2,3,1,1,16,2,2,57
747,3,1,1,2,0,1,5,13,2,2,78
748,3,1,7,1,0,1,1,12,2,2,56
749,1,5,7,1,3,1,5,12,2,2,34
750,3,5,7,2,0,1,5,9,2,2,75
751,3,1,7,2,1,1,1,9,2,2,62
752,3,1,7,2,0,1,5,12,2,2,82
753,1,3,2,2,3,1,5,12,2,2,53
754,3,5,7,1,0,1,5,11,2,2,82
755,1,5,7,1,3,1,1,12,2,2,42
756,3,3,7,2,1,1,5,12,2,2,52
757,3,1,7,2,2,1,1,14,2,2,68
758,1,4,2,1,2,1,5,11,2,2,35
759,3,3,7,1,1,1,1,12,2,2,35
760,3,1,7,2,1,1,1,17,2,2,37
761,2,5,7,1,0,1,5,12,2,2,20
762,3,3,2,2,1,1,1,12,2,4,59
763,2,3,7,2,1,1,1,13,2,2,53
764,1,1,2,2,3,1,1,14,2,4,40
765,3,1,7,1,0,1,5,13,2,2,41
766,2,5,7,2,1,1,5,12,2,2,40
767,2,1,7,2,3,5,1,14,2,2,45
768,3,2,7,2,2,1,1,12,2,2,20
769,1,4,7,1,0,1,5,9,2,2,37
770,1,1,1,2,1,1,5,12,2,2,88
771,1,2,1,1,0,1,5,12,2,2,19
772,3,1,7,1,0,1,5,12,2,2,91
773,2,4,7,1,0,1,5,12,2,2,64
774,3,1,7,2,2,1,5,13,2,2,54
775,2,3,7,2,0,1,1,13,2,6,48
776,3,2,1,1,0,1,1,14,2,2,65
777,3,1,7,2,1,1,1,12,2,2,63
778,1,1,7,1,0,1,5,16,2,2,86
779,2,1,7,1,0,3,1,13,2,2,51
780,1,5,7,2,0,1,5,12,2,2,55
781,3,3,1,2,1,1,5,14,2,2,54
782,2,1,7,2,0,1,5,16,2,2,26
783,1,4,7,2,1,1,5,5,2,2,85
784,3,1,1,1,0,1,1,12,2,2,37
785,3,1,1,2,0,1,1,13,2,2,83
786,2,4,1,1,0,1,5,17,2,2,56
787,2,5,1,2,0,1,5,13,2,2,61
788,1,5,7,2,2,1,5,11,2,2,82
789,3,5,7,2,0,1,5,12,2,2,40
790,3,5,7,1,1,1,5,12,2,2,40
791,3,1,1,2,0,1,5,10,2,1,69
792,1,1,2,2,2,1,1,14,2,1,24
793,1,1,7,2,4,1,5,12,2,1,23
794,2,3,2,2,1,1,5,12,2,1,69
795,3,4,7,2,1,1,5,12,2,4,32
796,2,3,7,1,3,1,1,12,2,1,49
797,1,5,7,1,1,1,1,12,2,1,48
798,3,4,7,2,1,1,5,12,2,1,25
799,3,5,7,1,0,1,5,12,2,1,87
800,1,4,7,2,2,1,1,10,2,1,39
801,1,5,2,1,4,1,1,11,2,1,26
802,1,2,7,1,0,1,1,12,2,2,27
803,3,1,7,2,4,1,5,16,2,7,55
804,3,3,7,1,3,1,1,14,2,1,50
805,1,4,1,1,1,1,1,14,2,1,47
806,1,3,2,2,0,1,5,16,2,1,34
807,1,2,2,1,1,3,1,15,2,4,51
808,2,2,1,1,2,1,5,14,2,1,45
809,1,1,2,2,0,1,1,14,2,1,33
810,2,4,1,1,4,1,1,12,2,1,39
811,3,5,1,1,2,1,1,14,2,1,63
812,1,5,1,2,2,1,5,17,2,1,37
813,1,2,1,1,3,1,1,16,2,1,52
814,2,1,2,2,4,1,5,13,2,1,80
815,3,2,2,2,2,1,5,12,2,1,74
816,2,2,7,2,0,1,1,14,2,2,40
817,2,3,2,2,2,1,1,16,2,1,44
818,2,4,1,2,5,1,1,17,2,1,31
819,3,1,2,1,6,1,5,12,2,1,93
820,3,1,1,2,4,1,5,16,2,1,58
821,2,2,2,1,6,1,5,14,2,1,48
822,1,4,2,2,0,1,1,15,2,1,64
823,3,1,1,2,0,1,1,12,3,1,91
824,2,4,1,1,6,1,1,16,3,1,31
825,3,1,1,2,6,1,5,14,3,1,91
826,3,5,1,2,6,1,5,16,3,1,54
827,2,2,1,1,6,1,1,15,3,1,36
828,2,4,7,1,5,1,5,16,3,1,37
829,3,1,7,2,6,1,5,12,3,1,20
830,3,1,1,1,6,1,1,13,3,1,54
831,1,5,7,1,0,3,1,15,3,1,30
832,3,1,1,2,1,1,5,12,3,1,82
833,3,1,1,1,4,1,1,16,3,1,59
834,3,3,7,1,0,1,5,17,3,2,31
835,2,2,7,2,1,1,5,11,3,2,60
836,3,2,1,1,2,1,1,16,3,2,45
837,1,3,7,1,1,1,1,13,3,2,46
838,2,3,7,2,0,1,1,14,3,2,21
839,3,1,7,2,2,1,1,16,3,2,30
840,3,1,7,2,2,1,1,16,3,2,39
841,3,3,7,2,0,1,1,12,3,2,42
842,3,1,1,2,0,1,5,14,3,2,61
843,3,3,7,2,0,1,5,11,3,2,56
844,3,1,7,2,0,1,5,17,3,2,66
845,1,5,7,1,0,1,5,8,3,2,67
846,2,2,7,2,0,1,1,17,3,2,38
847,3,4,7,2,0,1,1,12,3,2,41
848,3,1,1,2,0,1,5,12,3,2,70
849,1,3,7,1,0,1,5,12,3,2,28
850,3,1,7,2,0,1,1,13,3,2,20
851,3,1,7,2,0,1,5,14,3,2,37
852,2,1,7,2,3,1,5,10,3,2,48
853,3,3,7,1,0,1,5,14,3,2,60
854,3,5,7,1,1,1,5,11,3,1,88
855,3,2,7,1,0,1,5,13,3,2,29
856,3,2,3,2,1,1,5,14,3,2,44
857,1,3,7,1,0,1,1,12,3,2,25
858,3,1,1,2,1,1,5,11,3,2,66
859,1,5,7,2,6,3,1,12,3,2,19
860,3,1,7,2,0,1,5,9,3,2,74
861,3,3,1,2,4,1,1,12,3,2,53
862,3,3,7,1,3,1,1,14,3,2,24
863,1,2,7,2,0,1,5,13,3,2,35
864,3,3,1,1,0,1,5,12,3,2,66
865,2,2,7,1,3,1,1,12,3,2,36
866,3,1,1,2,4,1,1,16,3,1,50
867,3,1,1,2,6,1,5,16,3,1,46
868,3,2,1,1,6,1,1,12,3,1,55
869,3,1,1,1,6,1,5,12,3,1,62
870,1,5,7,2,3,1,1,12,3,1,18
871,1,2,7,2,1,1,5,14,3,1,24
872,2,1,1,2,4,1,1,17,3,1,57
873,3,2,7,2,0,1,5,16,3,2,42
874,1,2,1,1,1,1,5,12,3,1,89
875,3,2,1,2,2,1,1,13,3,1,60
876,3,1,1,2,1,1,5,12,3,2,64
877,3,3,7,2,0,1,1,14,3,1,30
878,3,1,1,2,6,1,5,8,3,1,66
879,1,4,7,2,3,1,1,13,3,2,27
880,3,3,7,2,1,1,5,13,3,2,25
881,3,2,7,2,0,1,5,14,3,2,56
882,3,1,7,2,0,1,1,12,3,1,42
883,3,1,1,2,1,1,5,15,3,1,69
884,1,5,7,2,2,1,1,10,3,1,21
885,1,1,1,2,0,1,1,14,3,1,64
886,2,1,1,2,6,1,5,15,3,1,49
887,1,5,3,2,0,1,1,16,3,1,46
888,1,2,7,2,4,5,1,15,3,1,28
889,1,4,7,2,0,1,1,14,3,1,22
890,1,5,2,2,0,1,1,11,3,1,66
891,1,5,1,2,0,1,5,13,3,1,79
892,1,1,7,1,0,1,1,9,3,2,62
893,2,3,7,2,1,1,1,13,3,2,69
894,3,3,7,2,0,1,1,12,3,2,32
895,2,3,1,1,0,1,1,13,3,2,80
896,3,3,1,2,1,1,1,16,3,2,35
897,3,1,1,1,2,1,5,17,3,2,32
898,2,5,7,1,6,1,5,13,3,1,47
899,1,2,7,1,2,1,5,14,3,2,53
900,3,5,7,1,0,1,1,10,3,2,52
901,3,4,7,2,1,1,5,14,3,1,43
902,3,1,7,2,0,1,1,14,3,2,54
903,2,1,1,2,0,1,5,12,3,2,77
904,2,1,1,2,0,1,1,11,3,1,31
905,3,2,7,2,0,1,5,12,3,2,38
906,1,5,7,1,1,1,1,10,3,2,26
907,3,2,7,2,0,1,5,10,3,2,41
908,3,1,7,2,0,1,1,16,3,2,43
909,3,3,7,2,0,1,1,12,3,1,45
910,1,2,7,2,0,1,1,16,3,2,51
911,3,1,1,2,3,1,1,12,3,1,49
912,1,1,7,1,2,1,5,10,3,1,65
913,3,4,7,1,5,1,5,8,3,1,62
914,3,1,7,1,0,1,1,12,3,2,40
915,1,3,7,1,1,1,5,12,3,2,23
916,2,2,1,2,4,1,5,12,3,1,78
917,3,3,1,2,6,1,5,12,3,1,81
918,2,4,7,1,0,1,5,14,3,2,46
919,2,1,7,1,0,1,1,16,3,2,30
920,2,1,2,1,6,1,5,12,3,1,80
921,3,2,7,2,0,1,5,12,3,2,45
922,1,2,1,1,2,1,5,17,3,1,69
923,2,3,1,1,6,1,5,17,3,1,28
924,3,4,1,2,5,1,5,17,3,1,25
925,3,1,2,1,6,1,1,17,3,1,67
926,2,3,3,1,6,1,1,17,3,1,57
927,3,3,1,2,5,1,1,17,3,1,41
928,2,1,1,1,6,1,1,17,3,1,57
929,3,1,1,2,6,1,5,17,3,1,26
930,1,4,7,1,0,1,1,12,3,2,37
931,3,3,1,2,1,1,5,14,2,1,21
932,3,5,2,2,3,1,5,14,2,1,43
933,3,1,1,1,4,1,1,17,2,1,32
934,3,2,1,2,5,1,5,14,2,1,66
935,1,1,1,2,3,1,1,16,2,1,56
936,1,5,7,2,3,1,5,14,2,1,37
937,3,2,2,1,6,1,1,16,2,1,51
938,2,3,2,2,5,1,1,16,2,1,30
939,3,2,2,1,4,1,5,12,2,1,50
940,3,1,2,2,5,1,5,17,2,1,50
941,3,1,2,2,6,1,5,12,2,1,84
942,3,5,1,2,6,1,5,12,2,1,52
943,3,2,2,2,2,1,5,12,2,1,57
944,3,1,1,1,4,1,5,12,2,1,24
945,2,5,1,2,5,1,5,17,2,1,70
946,2,5,7,1,2,1,5,16,2,1,28
947,2,4,1,2,2,1,5,12,2,1,59
948,1,3,1,2,5,1,5,12,2,1,36
949,1,4,1,2,5,1,5,11,2,1,55
950,3,3,1,1,6,1,5,13,2,1,62
951,3,1,2,2,5,1,1,16,2,1,22
952,1,2,1,1,5,1,1,17,2,1,47
953,3,1,1,2,6,1,5,14,2,1,78
954,1,4,1,1,0,1,5,13,2,4,37
955,3,3,1,1,6,1,1,12,2,1,26
956,3,5,1,2,6,1,5,16,2,1,51
957,1,4,1,2,4,1,5,13,2,1,38
958,2,4,2,1,2,1,5,13,2,1,70
959,1,3,7,1,1,1,5,15,2,1,21
960,2,1,2,2,2,1,1,16,2,1,47
961,2,5,2,1,2,1,1,12,2,1,32
962,1,5,2,1,5,1,1,16,1,1,33
963,1,3,1,1,4,1,5,17,1,1,44
964,1,4,2,2,5,1,5,14,1,1,32
965,2,5,1,1,3,1,1,12,1,1,37
966,2,2,7,1,5,1,1,14,1,1,49
967,2,1,2,1,0,1,5,14,1,1,43
968,3,5,2,2,2,1,5,12,1,1,56
969,1,4,3,1,5,1,1,17,1,1,54
970,1,5,2,2,0,1,1,14,1,1,45
971,1,4,2,2,1,1,1,14,1,1,47
972,3,3,7,2,0,1,1,17,1,4,44
973,2,5,2,1,4,1,5,16,1,1,60
974,2,1,1,1,5,1,5,17,1,1,72
975,2,5,1,2,3,1,1,13,1,1,63
976,2,5,2,2,5,1,5,14,1,1,54
977,2,5,2,1,2,1,1,13,1,1,25
978,1,4,2,2,1,1,5,15,1,1,50
979,3,5,1,2,1,1,1,12,4,1,73
980,2,5,2,1,0,1,5,12,4,4,37
981,1,2,1,1,0,1,5,14,4,2,52
982,3,3,7,1,1,1,5,12,4,4,36
983,1,4,2,2,3,3,1,11,4,4,22
984,3,1,7,1,3,1,1,12,4,4,49
985,3,2,7,1,1,1,5,12,4,4,50
986,1,3,2,1,0,1,5,13,4,1,27
987,1,3,1,2,0,1,1,15,4,1,58
988,1,3,7,2,4,1,1,12,4,1,19
989,3,4,7,1,6,1,5,16,4,1,50
990,1,5,7,2,3,1,1,9,4,1,22
991,1,2,7,2,0,1,1,12,4,4,56
992,1,2,2,2,1,1,1,10,4,4,66
993,1,2,2,1,2,1,1,11,4,4,52
994,3,1,2,1,0,1,5,17,4,1,79
995,1,1,2,2,1,1,1,13,4,1,26
996,3,1,2,1,0,1,1,12,4,4,67
997,3,5,2,2,1,1,5,12,4,1,60
998,1,5,2,2,3,1,1,10,4,4,28
999,3,3,2,1,2,1,1,12,4,1,34
1000,3,1,2,1,1,1,1,8,4,4,54
1001,3,5,1,2,2,1,5,16,4,1,60
1002,2,3,7,2,5,1,1,12,4,1,28
1003,3,5,7,2,1,1,5,12,4,1,62
1004,1,3,2,1,0,1,5,10,4,4,52
1005,2,1,2,2,0,1,1,14,4,1,59
1006,3,1,1,2,0,1,5,16,4,2,63
1007,3,5,7,1,4,1,5,12,4,1,33
1008,2,1,1,1,4,1,1,16,4,4,35
1009,3,5,7,1,2,1,1,11,4,4,40
1010,2,3,2,1,0,1,5,6,4,1,75
1011,2,1,2,2,5,1,1,3,4,4,80
1012,1,5,2,1,4,1,1,11,4,4,49
1013,2,3,7,2,1,1,1,12,4,1,39
1014,2,3,2,2,1,1,5,6,4,4,72
1015,3,1,1,1,3,1,5,14,4,1,58
1016,3,1,7,2,2,1,1,13,4,1,57
1017,1,3,2,1,2,1,1,14,4,1,27
1018,3,5,1,2,5,1,5,13,4,1,69
1019,3,1,1,1,3,1,1,16,4,1,78
1020,3,3,2,1,2,1,1,10,4,4,18
1021,1,2,2,2,0,1,1,10,4,1,44
1022,3,1,7,2,0,1,5,12,4,1,58
1023,3,1,2,1,0,1,5,14,4,1,75
1024,1,5,7,2,2,1,1,12,4,6,32
1025,1,3,7,1,0,1,5,17,4,1,42
1026,1,1,7,1,0,1,1,12,4,4,29
1027,2,3,2,2,3,1,1,13,4,1,21
1028,3,5,2,1,1,1,1,12,4,1,44
1029,1,1,7,2,0,1,5,3,4,1,74
1030,3,1,2,1,0,1,5,15,4,1,45
1031,2,2,2,2,4,1,1,11,4,1,24
1032,3,4,1,1,1,1,1,12,4,1,50
1033,3,2,2,2,6,1,1,16,4,1,53
1034,1,3,7,2,2,1,5,9,4,4,61
1035,3,1,7,1,6,1,1,15,4,1,22
1036,3,2,7,1,4,1,5,13,4,1,21
1037,1,4,1,2,2,1,1,14,4,1,51
1038,1,5,1,1,6,1,1,15,4,1,62
1039,1,5,7,2,1,1,1,12,4,1,52
1040,3,5,1,1,3,1,5,11,4,1,54
1041,1,4,2,1,3,1,1,12,4,1,26
1042,2,2,1,1,1,1,5,17,4,1,55
1043,1,5,2,2,3,1,1,12,4,4,22
1044,3,1,1,1,6,1,5,13,4,1,21
1045,3,2,2,2,2,1,1,16,4,1,57
1046,1,2,2,2,5,1,1,17,4,1,40
1047,1,4,7,2,4,1,1,14,4,1,46
1048,3,1,1,2,6,1,1,17,4,1,65
1049,2,4,1,2,6,1,1,13,4,1,54
1050,2,5,7,2,1,1,5,13,4,1,52
1051,1,4,2,2,6,3,1,11,4,1,43
1052,2,4,1,2,6,1,5,14,4,1,66
1053,2,3,2,2,0,1,5,12,4,1,26
1054,2,3,2,2,6,1,1,12,4,4,53
1055,3,5,2,2,3,1,5,12,4,1,67
1056,3,4,2,1,2,1,5,10,4,1,57
1057,3,1,3,1,1,1,5,14,1,2,63
1058,2,3,2,1,0,1,5,12,1,1,48
1059,1,5,2,2,1,1,1,17,1,2,46
1060,3,3,7,2,1,1,5,13,1,1,40
1061,2,4,7,2,0,1,1,12,1,2,28
1062,1,3,2,1,3,1,1,11,1,1,46
1063,3,5,7,2,3,3,1,15,1,2,49
1064,3,1,7,1,2,1,5,12,1,4,89
1065,1,2,1,1,0,3,1,17,1,2,39
1066,1,3,2,1,1,1,1,17,1,1,32
1067,1,1,2,1,1,1,5,17,1,4,44
1068,2,5,2,1,5,1,1,17,1,1,25
1069,3,1,2,2,4,1,5,17,1,1,53
1070,1,5,2,1,3,1,1,12,1,1,22
1071,2,5,2,1,4,1,1,12,1,1,43
1072,1,4,7,2,3,1,1,12,1,1,40
1073,1,1,1,2,1,1,1,16,1,1,23
1074,1,5,2,2,3,1,5,12,1,1,21
1075,1,2,2,2,5,1,1,16,1,2,42
1076,3,1,2,2,4,1,5,12,1,1,84
1077,2,5,2,2,1,1,5,12,1,1,61
1078,1,4,2,2,5,1,1,12,1,1,52
1079,1,1,1,2,0,1,1,17,1,1,41
1080,3,1,1,2,2,1,1,17,1,1,59
1081,2,1,7,2,5,1,5,16,1,1,42
1082,3,5,7,1,2,1,5,12,1,2,24
1083,1,4,3,1,1,1,1,17,1,1,64
1084,1,3,1,2,0,1,1,17,1,1,47
1085,3,4,7,1,0,1,5,17,1,4,64
1086,3,5,2,1,0,1,5,12,1,1,68
1087,1,3,2,1,5,1,1,16,1,1,39
1088,2,5,1,1,6,1,5,13,1,1,75
1089,1,4,7,1,1,1,5,16,1,2,40
1090,2,1,1,1,2,1,5,17,1,1,79
1091,2,1,2,2,0,1,5,14,1,4,45
1092,1,3,7,2,5,1,1,12,1,1,36
1093,3,1,7,1,5,1,5,13,1,1,61
1094,3,5,7,2,5,1,5,8,1,1,68
1095,1,5,2,2,2,1,1,12,1,1,53
1096,2,5,1,1,4,1,5,12,1,1,55
1097,1,4,7,1,3,1,1,11,1,1,43
1098,2,4,7,2,2,1,1,14,1,1,42
1099,2,5,1,2,5,1,5,12,1,1,59
1100,2,5,1,1,6,1,1,9,1,1,80
1101,1,5,7,2,2,1,1,12,1,1,38
1102,1,5,7,2,2,1,1,11,1,1,35
1103,1,1,1,1,5,1,1,16,1,1,27
1104,1,4,7,1,2,1,1,12,1,1,40
1105,3,3,7,2,0,1,1,11,1,2,47
1106,1,4,1,2,0,1,1,12,1,1,41
1107,2,4,7,2,5,5,1,14,1,1,38
1108,2,4,7,1,3,1,1,10,1,1,38
1109,1,5,2,1,0,3,1,14,1,1,43
1110,1,5,1,2,3,1,1,14,1,1,83
1111,1,4,1,1,2,1,5,15,1,4,24
1112,3,1,2,2,4,1,5,14,1,1,62
1113,1,3,1,1,4,1,1,16,1,2,39
1114,1,3,2,1,0,1,1,12,1,2,50
1115,3,2,3,2,1,1,5,10,1,1,38
1116,2,4,7,1,2,1,5,14,1,4,47
1117,1,2,2,2,1,1,5,14,1,1,20
1118,1,5,2,2,0,1,1,17,1,2,26
1119,1,5,1,2,0,1,5,14,1,2,42
1120,2,3,7,1,1,1,5,16,1,2,45
1121,3,1,7,1,3,1,5,13,1,2,57
1122,1,2,7,2,0,1,1,14,1,2,48
1123,2,3,2,1,0,1,1,14,1,2,52
1124,1,5,2,1,0,1,1,12,1,2,29
1125,2,5,7,1,0,1,1,14,1,2,50
1126,1,1,1,2,0,1,1,17,1,2,54
1127,1,3,7,1,2,1,5,17,1,2,38
1128,3,2,1,2,3,1,1,15,1,4,32
1129,2,4,1,1,4,1,5,17,1,4,61
1130,1,3,1,1,0,1,1,17,1,2,50
1131,1,3,2,2,1,1,5,12,1,4,30
1132,2,4,7,1,0,1,5,17,1,2,46
1133,1,2,2,2,1,1,5,14,1,1,45
1134,3,4,2,1,0,1,5,14,1,2,52
1135,1,3,2,2,5,1,1,17,1,1,29
1136,2,1,2,2,6,1,1,13,1,1,78
1137,1,4,2,2,4,1,1,15,1,1,50
1138,3,2,7,2,0,1,5,12,1,2,30
1139,3,3,7,2,1,1,1,12,1,2,40
1140,2,4,7,2,1,1,1,12,1,2,55
1141,2,1,2,2,5,1,5,12,1,1,53
1142,2,5,7,2,0,1,5,17,1,4,55
1143,1,5,1,2,1,1,5,12,2,1,46
1144,3,3,7,1,3,1,1,12,2,1,60
1145,3,5,1,2,0,1,5,12,2,1,37
1146,3,5,1,1,4,1,1,12,2,1,48
1147,1,3,7,2,0,1,1,13,2,1,50
1148,3,1,1,2,5,1,1,13,2,1,53
