id,degree,unmet,need,loan,scholarship,age19,onCampus,outstate,reciprocity,firstgen,act,ap,remedial,ratio,ccount,dcount,wcount
1790,Graduate (transfer),0.46000001,5.2350001,0,0,0,0,0,0,0,15,0,0,80,1,1,0
1791,Graduate (original),0,0,0.98500001,0,0,1,0,0,1,26,0,0,100,2,0,0
1792,Graduate (original),10.686,0.57499999,0,1,0,1,0,0,1,32,25,0,100,1,0,0
1793,Graduate (original),13.636,0,0,1,0,1,0,0,1,32,15,0,56.25,1,1,0
1794,Graduate (transfer),0,0,0,0,0,1,0,1,1,28,4,0,100,1,0,0
1795,Graduate (original),0,0.75,0,2.5,0,1,0,0,1,32,0,0,100,0,0,0
1796,Graduate (original),1.911804,0,0,0,0,0,0,0,0,19,0,1,85.714287,2,0,1
1797,Graduate (original),5.638,0,0,0,0,1,0,0,1,31,12,0,100,2,1,0
1798,Graduate (original),1.215252,0,0,0,0,1,0,1,1,24,4,0,100,1,0,0
1799,Graduate (original),2.602,0,1.294,0,0,1,0,0,0,19,0,0,100,1,0,0
1800,Non-Graduate,10.564,3.2360001,0,0,0,0,0,0,1,18,0,0,46.666672,2,0,2
1801,Graduate (original),2.490448,0,0,0,0,0,0,0,1,25,0,0,108.3333,1,0,0
1802,Graduate (original),1.732877,0,0,0,0,1,0,1,1,27,4,0,100,0,0,0
1803,Graduate (original),0,0,1.294,0,0,1,0,0,1,24,0,0,100,1,2,0
1804,Graduate (transfer),15.636,0,0,0,0,1,0,0,0,27,4,0,100,2,1,0
1805,Graduate (transfer),1.894433,0,0,0,0,1,0,1,1,27,0,0,50,2,0,0
1806,Graduate (original),2.675957,0,0,0,0,1,0,1,1,24,0,0,6.666667,0,1,1
1807,Graduate (original),0,1.957,4.4390001,0,0,1,0,0,1,26,12,0,100,0,0,0
1808,Graduate (original),4.0830002,0,1.232,0,0,1,0,1,1,29,0,0,75,0,0,0
1809,Graduate (original),0,0.15000001,0,0,0,1,0,0,1,25,0,0,100,0,0,0
1810,Non-Graduate,0,0,0,0,0,0,0,0,1,25,0,0,100,0,0,0
1811,Graduate (original),1.65321,0,0,0,0,1,0,0,1,25,0,0,100,1,0,0
1812,Graduate (original),15.636,0,0,0,0,1,0,0,1,23,0,0,100,2,0,0
1813,Graduate (original),0,1.25,0,2,0,1,0,0,1,35,0,0,100,0,0,0
1814,Non-Graduate,2.0537939,0,0,0,0,1,0,0,0,30,0,0,100,0,0,0
1815,Graduate (original),3.6819999,2.378,2.6370001,0,0,1,0,0,1,30,10,0,100,0,0,0
1816,Graduate (original),4.2280002,0,0,0,0,1,0,1,0,23,0,0,100,1,1,0
1817,Graduate (original),0,5.2789998,0,0,0,0,0,0,1,19,0,0,93.75,1,0,1
1818,Graduate (original),2.7472961,0,0,0,0,0,0,0,0,29,0,0,100,0,0,0
1819,Non-Graduate,14.386,0.625,0,0,0,1,0,0,1,30,0,0,75,3,1,0
1820,Graduate (original),0.208,0,0,0,0,1,0,0,1,30,0,0,100,0,0,0
1821,Non-Graduate,0.28600001,5.5,0,0,0,1,1,0,0,17,0,1,100,0,0,0
1822,Non-Graduate,1.824,2.664,1.294,0,0,1,0,0,0,17,0,0,71.428574,1,1,0
1823,Non-Graduate,0,0,2.25,0,0,1,0,0,1,25,11,0,100,0,0,0
1824,Graduate (original),1.2969,0,0,0,0,1,0,0,1,29,7,0,100,3,0,0
1825,Non-Graduate,0,1.591,4.487,0,0,1,0,0,0,19,0,0,76.92308,2,1,0
1826,Non-Graduate,2.1763361,0,0,0,0,1,0,0,0,19,0,0,66.666672,0,0,0
1827,Graduate (original),0,0,6.3429999,0,0,1,0,1,1,26,0,0,100,0,0,0
1828,Graduate (original),2.3380001,2.0875001,1.8380001,0,0,1,0,1,1,24,0,0,100,0,0,0
1829,Graduate (original),1.862118,0,0,0,0,1,0,0,1,27,4,0,100,0,0,0
1830,Graduate (original),0.242,5.237,0,0.89999998,0,1,0,0,1,21,0,0,100,0,0,0
1831,Graduate (original),0,0,0,0,0,1,0,1,1,26,0,0,100,0,0,0
1832,Graduate (original),0.72899997,0,3.5439999,0,0,1,0,0,1,26,7,0,100,1,0,0
1833,Graduate (original),3.006,4,0,0,0,1,0,1,0,25,0,0,100,1,0,0
1834,Non-Graduate,0,4.421,2.2590001,0,0,0,0,0,0,21,0,1,100,1,0,0
1835,Non-Graduate,5.8769999,2.6884999,3.5439999,0,0,1,0,0,0,13,0,1,69.230766,2,0,0
1836,Graduate (original),0,0,0,0,0,1,0,0,1,23,0,0,100,0,0,0
1837,Graduate (transfer),3.0454919,0,0,0,0,1,1,0,1,27,19,0,100,0,0,0
1838,Graduate (transfer),0,0,1.294,0,0,1,0,0,1,23,0,0,100,3,0,0
1839,Graduate (original),0,0,3.5439999,0,0,1,0,1,0,23,0,0,100,2,0,0
1840,Non-Graduate,0,3.98,2.2460001,0,0,1,0,0,1,23,0,0,100,0,0,0
1841,Non-Graduate,0,0,0,0,0,1,0,0,1,25,0,0,92.85714,2,0,1
1842,Graduate (transfer),0,0,6.1739998,0,0,1,0,0,0,20,0,0,100,1,0,0
1843,Non-Graduate,0,0.75,1.294,0,0,1,0,1,1,17,0,0,100,1,0,0
1844,Non-Graduate,1.362224,0,0,0,0,1,0,1,0,27,16,0,68.75,2,0,2
1845,Graduate (original),0,0,1.294,0,0,1,0,0,1,26,0,0,100,0,0,0
1846,Graduate (original),5.0840001,5.2140002,0,0,0,0,0,0,0,18,0,0,100,0,0,0
1847,Graduate (original),15.636,0,0,0,0,1,0,0,0,20,0,1,100,1,0,0
1848,Graduate (original),2.027,2.846,0.73699999,0,0,1,0,0,1,25,0,0,100,1,0,0
1849,Graduate (original),0,0,0,0,0,1,0,1,1,25,0,0,100,1,0,0
1850,Graduate (original),0,1.5,1.294,4,0,1,0,0,1,28,4,0,100,0,0,0
1851,Non-Graduate,0,1.15,4.5149999,0,0,1,0,1,0,25,0,0,80,2,1,0
1852,Graduate (original),14.886,0.125,0,0,0,1,0,0,1,23,0,0,100,0,0,0
1853,Non-Graduate,12.456,1,0,0,0,1,0,1,1,28,0,0,100,2,0,0
1854,Graduate (original),4.9029999,2.6500001,1.747,0,0,0,0,1,1,20,6,0,100,1,0,0
1855,Graduate (original),1.639527,0,0,0,0,1,0,0,0,18,0,0,100,0,1,0
1856,Non-Graduate,0,0,3.2650001,0,0,0,0,0,1,21,0,0,73.333344,2,1,0
1857,Graduate (original),10.683,0,0,0,0,1,0,0,1,27,0,0,100,0,0,0
1858,Graduate (original),0,0,1.294,0,0,1,0,0,1,25,4,0,100,0,0,0
1859,Graduate (transfer),1.410405,0,0,0,0,1,0,1,1,26,0,0,81.25,0,0,1
1860,Graduate (original),0,3.253,0.88,1,0,1,0,0,1,29,16,0,100,0,0,0
1861,Non-Graduate,5.9720001,5.0339999,0.76499999,0,0,0,0,0,1,20,0,0,0,0,0,4
1862,Graduate (original),15.236,0,0,0,0,1,0,0,1,21,0,1,100,1,0,0
1863,Graduate (original),0,0,5.3779998,0,0,1,0,0,1,28,24,0,100,0,0,0
1864,Non-Graduate,2.6061201,0,0,0,0,0,0,0,1,29,0,0,94.117653,0,0,1
1865,Graduate (original),1.588509,0,0,0,0,1,0,0,0,23,0,0,100,0,0,0
1866,Graduate (original),0,0,1.294,0,0,1,0,0,1,29,4,0,100,2,0,0
1867,Graduate (original),0,0.73000002,4.96,1,0,1,0,0,1,29,0,0,100,0,0,0
1868,Graduate (original),0,2.194,4.1069999,1.5,0,1,0,0,1,26,13,0,100,1,0,0
1869,Graduate (original),0,0,0,0,0,1,0,1,1,25,0,0,100,2,1,0
1870,Graduate (original),2.0677011,0,0,0,0,1,0,1,0,21,0,0,53.33334,1,1,0
1871,Non-Graduate,0,0,6.697,0,0,1,0,0,1,32,8,0,100,0,0,0
1872,Graduate (original),12.246,0,0,0,0,1,1,0,1,30,7,0,66.666672,0,0,0
1873,Non-Graduate,5.783,0.625,2.0439999,0,0,1,0,1,1,25,0,0,100,1,0,0
1874,Non-Graduate,6.5479999,3.483,1.5,0,0,0,0,0,1,24,0,0,53.33334,1,1,1
1875,Graduate (original),0,0,5.2509999,0,0,1,0,0,1,25,4,0,100,1,0,0
1876,Graduate (original),1.161694,0,0,0,0,1,0,1,0,22,0,0,100,2,0,0
1877,Graduate (original),0,0.25,0,0,0,0,0,0,0,21,0,1,100,0,0,0
1878,Non-Graduate,3.7316599,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0
1879,Graduate (transfer),3.3064189,0,0,0,0,1,1,0,0,26,7,0,75,0,0,1
1880,Non-Graduate,0,0,2.9860001,0,0,0,0,0,1,33,0,0,5.5555558,0,0,0
1881,Non-Graduate,0,0,1.294,0,0,1,0,1,1,26,20,0,100,1,0,0
1882,Non-Graduate,0,0,1.294,0,0,1,0,0,0,26,11,0,81.25,0,0,1
1883,Graduate (transfer),1.946871,0,0,0,0,1,0,0,1,31,0,0,100,0,0,0
1884,Graduate (original),0,0,0,0,0,1,0,0,1,29,18,0,100,2,0,0
1885,Graduate (original),0,2.517,3.312,0.5,0,1,0,0,1,27,0,0,100,0,0,0
1886,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,20,0,0,100,1,1,0
1887,Graduate (original),0.55400002,0,0,0,0,1,0,0,0,22,0,1,73.333344,0,1,1
1888,Graduate (original),0,0,0,0,0,1,0,1,1,30,11,0,100,0,0,0
1889,Graduate (original),0,0,0,0,0,1,0,0,1,24,0,0,100,2,0,0
1890,Graduate (original),0,0,0,0,0,1,0,1,1,26,4,0,100,0,0,0
1891,Graduate (original),0.016000001,0,0,0,0,1,0,0,1,26,0,0,100,0,0,0
1892,Graduate (original),3.921,1.215,1.294,0,0,1,0,0,1,23,0,0,100,1,1,0
1893,Non-Graduate,0.35699999,2.796,1.294,0,0,0,0,0,1,17,0,0,100,2,0,0
1894,Graduate (original),1.923327,0,0,0,0,1,0,0,1,30,20,0,100,0,1,0
1895,Non-Graduate,0.68400002,0,0,0,0,0,0,0,1,16,0,0,60,0,1,1
1896,Graduate (original),0,0,3.7320001,0,0,0,0,0,1,23,7,0,100,0,0,0
1897,Graduate (original),0,4.1859999,1.753,0,0,1,0,0,1,24,0,0,100,0,0,0
1898,Non-Graduate,0,0,0,0,0,1,0,0,1,31,11,0,75,2,0,0
1899,Non-Graduate,0,0,2.0739999,0,0,1,0,1,1,24,4,0,100,0,0,0
1900,Non-Graduate,0,1.727,1.294,0.5,0,1,0,0,1,25,0,0,100,4,0,0
1901,Graduate (original),1.505856,0,0,0,0,1,0,0,1,25,0,0,100,1,1,0
1902,Graduate (original),0,0.57300001,4.2470002,0,0,1,0,0,0,24,0,0,100,0,0,0
1903,Graduate (original),1.127991,0,0,0,0,1,0,0,0,29,0,0,100,3,0,0
1904,Graduate (original),2.6819999,0,0,0,0,1,0,0,1,21,0,0,100,0,0,0
1905,Non-Graduate,4.5110002,4.25,1.294,0,0,1,0,1,0,22,0,0,100,0,0,0
1906,Non-Graduate,0,0,7.3930001,0.25,0,1,0,0,1,28,0,0,100,1,0,0
1907,Graduate (transfer),2.861403,0,0,0,0,0,0,0,0,19,0,0,57.14286,2,0,0
1908,Graduate (transfer),0,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1909,Graduate (original),0,0,0,0,0,1,0,1,1,27,0,0,83.333328,1,0,1
1910,Graduate (original),0,4.243,0,1.5,0,1,0,0,1,26,0,0,100,0,0,0
1911,Non-Graduate,5.934,0.075999998,0,0,0,1,0,0,1,22,0,0,100,1,0,0
1912,Graduate (original),0,2.069,1.253,1.5,0,1,0,0,0,27,16,0,100,0,0,0
1913,Graduate (original),0,0,6.277,0,0,1,0,1,0,24,19,0,100,0,0,0
1914,Graduate (original),0,3.6730001,2.1630001,0,0,1,0,0,0,19,0,1,100,0,0,0
1915,Non-Graduate,0,0,5.7579999,0,0,0,0,0,1,29,11,0,100,2,0,0
1916,Non-Graduate,0.18700001,5.0110002,0,0,0,0,0,0,1,18,0,1,100,4,0,0
1917,Graduate (original),1.756734,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
1918,Graduate (original),0,0,2.2690001,0,0,1,0,1,1,27,0,0,93.75,0,0,1
1919,Non-Graduate,0,0,0,0,0,1,0,1,1,29,4,0,50,1,3,0
1920,Graduate (original),14.456,0,0,0,0,1,0,1,0,27,7,0,100,0,0,0
1921,Graduate (original),1.6918989,0,0,0,0,1,0,1,0,22,0,0,100,0,0,0
1922,Non-Graduate,0.27599999,2.75,2.7939999,0,0,1,0,1,1,26,0,0,50,0,0,1
1923,Graduate (original),3.9489999,4.1479998,0,0.125,0,1,0,0,1,24,0,0,100,1,0,0
1924,Graduate (original),0,0,5.6370001,0,0,1,0,1,1,29,11,0,100,0,0,0
1925,Graduate (original),2.904381,0,0,0,0,1,1,0,0,30,4,0,100,0,0,0
1926,Non-Graduate,0,0,0,0,0,1,0,0,1,28,0,0,70.588226,2,0,0
1927,Graduate (original),2.4526141,0,0,0,0,0,0,1,0,24,4,0,100,1,0,0
1928,Non-Graduate,1.416733,0,0,0,0,1,0,0,1,24,0,1,68.75,1,0,0
1929,Graduate (original),0,2.25,0,0,0,1,0,0,1,31,28,0,76.470589,1,0,0
1930,Non-Graduate,0,0,6.3429999,0,0,1,0,0,0,27,0,0,100,2,0,0
1931,Graduate (original),6.8559999,0,0,0,0,1,0,1,1,30,0,0,100,0,0,0
1932,Graduate (transfer),2.171,5.2290001,1.5,0,0,0,0,0,1,20,0,0,73.333344,0,2,0
1933,Graduate (original),0,0.97500002,3.2920001,0,0,0,0,0,0,17,0,0,100,0,0,0
1934,Graduate (original),1.641,0,3.5439999,0,0,1,0,1,1,29,4,0,100,1,0,0
1935,Graduate (original),0,0,4.1440001,0,0,1,1,0,1,25,0,0,100,1,0,0
1936,Non-Graduate,0,1.75,1.294,1.95,0,0,0,0,1,29,0,0,33.33334,0,1,1
1937,Graduate (original),0.41999999,1.9680001,5.3930001,0,0,1,0,0,1,24,0,0,100,1,0,0
1938,Graduate (original),4.8200002,3.2969999,0,0,0,0,0,0,1,25,8,0,100,0,0,0
1939,Non-Graduate,3.27846,0,0,0,0,0,1,0,0,20,4,0,94.444443,3,0,0
1940,Graduate (original),2.7555311,0,0,0,0,0,0,0,0,18,0,0,100,0,0,0
1941,Graduate (original),0,0,6.1690001,0,0,1,0,1,0,21,0,0,78.571426,1,1,1
1942,Graduate (original),2.7980001,0.63499999,0,1.5,0,1,0,0,1,28,0,0,100,0,0,0
1943,Graduate (original),3.9219999,0,1.294,0,0,1,0,0,1,31,0,0,100,0,0,0
1944,Non-Graduate,0,0.75,6.3299999,0,0,1,0,1,0,27,0,0,64.285713,2,1,1
1945,Graduate (original),15.636,0,0,0,0,1,0,0,1,29,22,0,100,0,0,0
1946,Graduate (original),1.185174,0,0,0,0,1,0,0,0,18,0,1,100,1,0,0
1947,Graduate (original),0,1.349,4.4759998,0,0,1,0,0,0,27,0,0,100,0,0,0
1948,Graduate (original),0,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1949,Non-Graduate,1.825269,0,0,0,0,1,0,0,0,21,0,0,100,0,0,0
1950,Non-Graduate,0,3.05,2.4170001,0,0,1,1,0,1,26,0,0,76.92308,2,0,1
1951,Graduate (original),0,0,0,0,0,1,0,1,1,24,0,0,100,2,0,0
1952,Graduate (original),0,0,0,0,0,1,0,0,1,26,0,0,100,1,0,0
1953,Graduate (original),0,0,7.8004999,0,0,1,0,0,0,14,0,1,100,0,0,0
1954,Graduate (original),4.0430002,1.1900001,1.5,1,0,1,0,0,1,26,3,0,100,0,0,0
1955,Graduate (original),1.684175,0,0,0,0,1,0,0,0,22,0,0,53.33334,1,1,1
1956,Non-Graduate,0.081,4.8010001,1.268,0,0,0,0,0,0,18,0,0,76.92308,1,0,0
1957,Graduate (original),0,0,0,1.5,0,0,0,0,1,24,6,0,100,0,0,0
1958,Non-Graduate,2.098191,0,0,0,0,1,0,1,0,24,4,0,46.666672,0,2,0
1959,Graduate (original),2.3399999,0,5.599,0,0,1,0,1,0,25,0,0,100,0,0,0
1960,Non-Graduate,0,0,7.6370001,0,0,1,0,0,1,18,0,0,0,0,0,1
1961,Graduate (original),0,0,4.7119999,0,0,1,0,0,1,21,0,0,100,0,0,0
1962,Graduate (original),0,0,5.7680001,0,0,1,0,1,1,24,0,0,100,0,0,0
1963,Graduate (original),0,1.682,2.654,0,0,0,0,0,1,24,0,0,100,1,0,0
1964,Graduate (original),1.53985,0,0,0,0,1,0,0,1,25,0,0,100,1,0,0
1965,Non-Graduate,0,2.6500001,3.5480001,0,0,1,0,1,0,30,0,0,69.230766,1,1,0
1966,Graduate (original),0,0,1.294,0,0,1,1,0,1,19,0,0,100,1,1,0
1967,Non-Graduate,2.791966,0,0,0,0,0,0,0,1,26,0,0,73.333344,1,0,1
1968,Graduate (original),0,2.0039999,1.414,0.75,0,1,0,0,1,26,0,0,100,0,0,0
1969,Non-Graduate,0,0,1.294,0,0,1,0,1,1,22,0,0,76.470589,0,0,0
1970,Non-Graduate,0,5.4060001,0,0,0,0,0,0,0,17,0,0,100,0,0,0
1971,Graduate (original),0,0,4.875,0,0,1,0,0,0,19,0,1,100,0,0,0
1972,Non-Graduate,0,0,0,0,0,0,0,0,0,19,0,1,100,0,0,0
1973,Graduate (original),0,0.53500003,2.747,0,0,1,0,0,1,24,3,0,100,1,0,0
1974,Non-Graduate,4.1680002,5.756,0,0,0,0,0,0,0,11,0,1,73.333344,3,0,1
1975,Graduate (original),1.708824,0,0,0,0,1,0,1,0,22,0,0,100,0,0,0
1976,Graduate (original),0,0.94499999,5.473,0,0,1,0,0,1,24,0,0,100,2,0,0
1977,Graduate (original),2.8380001,6.6139998,0,0,1,0,0,0,1,13,0,0,100,0,0,0
1978,Graduate (original),1.5013371,0,0,0,0,1,0,1,1,24,0,0,100,0,0,0
1979,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,24,0,0,100,2,0,0
1980,Graduate (original),0,3.7539999,0.26699999,0,0,0,0,0,0,18,0,1,100,0,1,0
1981,Graduate (transfer),0,0,1.294,0,0,1,0,0,0,22,0,0,100,1,0,0
1982,Non-Graduate,1.4299999,0,3.5439999,0,0,0,0,0,0,29,0,0,15.38462,0,0,1
1983,Non-Graduate,0,1.648,1.1950001,0,0,1,0,0,1,29,4,0,100,1,0,0
1984,Non-Graduate,0,4,1.725,0,0,1,0,1,0,16,0,1,100,2,1,0
1985,Graduate (transfer),0,0,0,0,0,1,0,1,1,25,8,0,100,2,0,0
1986,Graduate (original),0,0,7.6880002,0,0,1,0,0,1,24,0,0,100,1,0,0
1987,Graduate (original),14.456,0,0,0,0,1,0,1,1,25,0,0,100,1,0,0
1988,Graduate (transfer),0,0,1.294,0,0,0,0,1,1,27,0,0,100,0,0,0
1989,Graduate (original),0.204,3.523,0,0,0,0,0,0,1,20,0,0,77.777779,0,1,0
1990,Graduate (original),0,2.2720001,0,0,0,0,0,0,0,21,7,0,100,0,0,0
1991,Graduate (original),0,0,0,0,0,1,0,0,1,25,0,0,100,1,0,0
1992,Graduate (original),0,0,3.5439999,0.5,0,1,0,1,1,28,4,0,100,0,0,0
1993,Non-Graduate,0,0,7.1290002,0,0,1,0,0,0,20,0,0,0,0,0,1
1994,Graduate (original),2.8771341,0,0,0,0,0,0,0,1,28,0,0,100,0,0,0
1995,Graduate (original),2.025141,0,0,0,0,1,0,0,1,28,19,0,100,0,0,0
1996,Graduate (original),2.0089049,0,0,0,0,1,0,0,1,26,12,0,100,0,0,0
1997,Graduate (original),0,0,4.3429999,0,0,1,0,1,1,23,0,0,100,0,0,0
1998,Graduate (original),0.50999999,1.35,2.7939999,0,0,1,0,1,1,29,0,0,100,0,0,0
1999,Non-Graduate,0,3.901,2.427,0,0,1,0,0,1,16,0,0,100,3,0,0
2000,Graduate (original),0.66799998,0,1.294,0,0,1,0,0,1,19,0,1,100,2,0,0
2001,Non-Graduate,0,2.5139999,0,1,0,0,0,0,1,22,0,0,100,2,1,0
2002,Non-Graduate,4.1820002,2.9960001,0,0,0,0,0,0,1,27,0,0,25,1,1,0
2003,Graduate (original),0,1.087,5.3959999,0.5,0,1,0,0,1,26,0,0,100,0,0,0
2004,Graduate (original),6.0679998,0.60299999,1.5,0,0,1,0,0,1,23,0,0,100,0,0,0
2005,Graduate (transfer),0,3.78,2.506,0,0,1,0,0,0,23,0,0,81.25,1,0,0
2006,Graduate (original),0,0.5,7.1490002,0,0,1,0,0,1,23,0,0,100,1,0,0
2007,Graduate (original),0.977,0,2.7939999,0,0,1,0,1,1,21,0,0,100,2,0,0
2008,Non-Graduate,0,0,3.4130001,0,0,1,0,1,1,32,8,0,76.470589,0,0,1
2009,Graduate (original),1.11664,0,0,0,0,1,0,0,1,22,0,1,100,1,0,0
2010,Graduate (original),0,0,2.411,0,0,0,0,1,0,30,40,0,69.230766,1,0,1
2011,Graduate (transfer),7.4369998,4.2610002,0.78799999,0,0,0,0,0,0,22,0,0,76.92308,0,2,0
2012,Non-Graduate,0,0,7.0619998,0,0,1,0,1,1,24,0,0,76.470589,2,1,1
2013,Non-Graduate,1.387863,0,0,0,0,1,0,0,1,23,0,0,94.117653,1,0,1
2014,Graduate (original),7.5809999,0.625,1.294,0,0,1,0,1,1,30,20,0,80,0,0,1
2015,Graduate (original),0,0.625,5.191,0,0,1,0,0,1,27,0,0,100,0,0,0
2016,Graduate (original),0,0,5.132,0,0,1,0,1,0,26,0,0,100,2,0,0
2017,Graduate (original),0.912,2.086,0,0,0,0,0,0,0,22,0,0,100,1,0,0
2018,Non-Graduate,0.31600001,0,0,0,0,0,0,0,0,17,0,0,0,0,0,4
2019,Graduate (original),11.886,0,0,0,0,1,0,0,1,26,16,0,100,0,0,0
2020,Graduate (original),26.209999,0,0,0,0,0,1,0,0,23,0,0,100,0,0,0
2021,Graduate (original),0,0,7.0679998,0,0,1,0,1,0,24,31,0,76.470589,0,0,1
2022,Graduate (transfer),3.2969999,0,5.4429998,0,0,1,0,0,1,23,0,0,100,0,0,0
2023,Graduate (original),0.27200001,0,1.294,0,0,0,0,0,1,18,0,0,69.230766,1,1,0
2024,Graduate (original),0,0,5.1939998,0,0,1,0,0,1,31,8,0,100,0,0,0
2025,Graduate (transfer),7.9039998,0,1.294,0,0,0,0,1,1,26,0,0,100,0,0,0
2026,Graduate (transfer),3.5580001,2.289,1.604,0,0,1,0,0,1,28,0,0,100,0,0,0
2027,Non-Graduate,1.555593,0,0,0,0,1,0,1,0,27,0,0,76.92308,2,1,0
2028,Non-Graduate,0,0,0,0,0,0,0,0,1,22,4,0,100,0,1,0
2029,Graduate (original),1.589388,0,0,0,0,1,0,1,1,28,15,0,100,0,0,0
2030,Graduate (original),3.0046561,0,0,0,0,0,0,0,1,25,14,0,100,0,0,0
2031,Graduate (original),0,1.325,0,0,0,1,1,0,1,18,0,0,100,3,1,0
2032,Non-Graduate,0,0.30500001,6.2090001,0,0,1,0,0,0,20,0,1,100,0,0,0
2033,Graduate (transfer),2.3723049,0,0,0,0,0,0,0,1,26,0,0,100,1,0,0
2034,Graduate (original),11.85,0,0,0,0,1,0,0,0,25,0,1,100,0,0,0
2035,Graduate (original),0,0,0,0,0,1,0,0,1,30,8,0,100,2,0,0
2036,Graduate (original),14.136,0.75,0,0,0,1,0,0,0,23,0,0,100,0,0,0
2037,Graduate (original),0,0,5.4429998,0,0,1,0,0,1,25,0,0,100,0,0,0
2038,Non-Graduate,0,3.7145,0,0,0,0,0,0,0,15,0,1,78.571426,2,1,0
2039,Graduate (original),5.408,0,0,0,0,1,0,0,1,31,12,0,100,1,0,0
2040,Graduate (original),0,0,6.3429999,0,0,1,0,0,0,23,0,0,100,0,0,0
2041,Graduate (transfer),13.116,1.26,0,0,0,1,0,0,1,24,0,0,100,1,0,0
2042,Graduate (original),1.7823271,0,0,0,0,1,0,0,1,27,0,0,100,0,0,0
2043,Graduate (original),0.49399999,5.0890002,0.49599999,0,1,0,1,0,0,13,0,0,100,0,0,0
2044,Graduate (original),0,0,0,0,0,1,0,0,0,23,4,1,100,0,0,0
2045,Graduate (transfer),0,1,3.5439999,0,0,1,0,1,1,32,0,0,106.6667,0,0,0
2046,Non-Graduate,0,0,5.7680001,0,0,1,0,1,1,25,4,0,75,0,0,1
2047,Graduate (original),0,1.2,2.0339999,2.25,0,1,0,0,1,29,4,0,100,0,0,0
2048,Graduate (original),1.6019011,0,0,0,0,1,0,1,1,23,0,0,100,0,0,0
2049,Graduate (original),0,1.5,0,0,0,1,0,0,0,28,0,0,100,2,0,0
2050,Non-Graduate,0,0.32699999,2.302,0,0,1,0,0,1,21,0,1,100,1,0,0
2051,Graduate (original),0,3.5480001,2.6440001,0,0,1,0,0,1,29,0,0,77.777779,1,1,0
2052,Graduate (original),13.536,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
2053,Graduate (original),0,0.40000001,3.2479999,0,0,1,0,0,1,27,7,0,100,0,0,0
2054,Graduate (original),4.086,1.811,0,1.5,0,1,0,0,1,27,11,0,100,0,0,0
2055,Graduate (original),0,0,1.048,0,0,1,0,1,1,25,0,0,100,2,1,0
2056,Graduate (original),0,0,1.294,0,0,1,0,0,1,25,4,0,100,3,0,0
2057,Graduate (original),5.8940001,0.25,0,0,0,1,0,1,0,29,0,0,100,0,0,0
2058,Graduate (original),14.036,0.80000001,0,0,0,1,0,0,0,24,0,0,100,1,0,0
2059,Graduate (original),0,0,2.0439999,0,0,1,0,0,1,30,0,0,75,2,0,0
2060,Graduate (original),3.204,0.97500002,0,0,0,0,0,0,1,32,0,0,100,0,0,0
2061,Graduate (original),0,0,0,0,0,1,0,0,1,29,11,0,100,0,0,0
2062,Graduate (original),0,2.247,0,0,0,1,0,0,1,24,13,0,100,0,0,0
2063,Graduate (original),0,0,3.0009999,0,0,0,0,0,0,27,0,0,100,2,1,0
2064,Graduate (transfer),0,0,3.6270001,0,0,1,0,0,1,26,0,0,100,1,2,0
2065,Non-Graduate,1.68976,0,0,0,0,1,0,1,0,24,0,0,40,2,2,0
2066,Graduate (original),0,0,0,0,0,1,0,0,1,21,0,0,100,1,0,0
2067,Graduate (original),1.494382,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
2068,Graduate (original),1.726,4.2290001,0,0,0,0,0,0,1,22,0,0,100,3,0,0
2069,Graduate (original),8.3129997,2.3369999,0,0,0,1,0,0,1,25,0,0,73.333344,1,1,0
2070,Non-Graduate,2.29,0,1.294,0,0,1,1,0,1,23,0,0,75,1,2,0
2071,Graduate (original),0,1.38,3.5439999,0,0,1,0,0,1,19,0,0,100,1,0,0
2072,Graduate (original),2.754375,0,0,0,0,0,0,0,0,26,0,0,100,1,0,0
2073,Graduate (original),1.946,2.415,0,0,0,1,0,0,0,31,0,0,100,0,0,0
2074,Non-Graduate,0,5.0780001,1.895,0,0,1,0,0,1,22,0,0,50,0,2,0
2075,Graduate (original),14.456,0,0,0,0,1,0,1,1,28,7,0,100,0,0,0
2076,Graduate (original),0,0,0,0,0,1,0,1,1,25,6,0,64.285713,0,0,1
2077,Graduate (original),0,0,6.6620002,0,0,1,0,0,0,21,0,0,100,2,0,0
2078,Graduate (original),2.9920001,3.0109999,0,0,0,1,0,0,0,24,11,0,100,1,0,0
2079,Graduate (original),0,3.7409999,0,1,0,1,0,0,0,20,0,0,100,1,0,0
2080,Graduate (original),0,0,5.882,0,0,1,0,0,1,20,0,0,100,2,0,0
2081,Graduate (transfer),1.752032,0,0,0,0,1,0,1,0,28,4,0,100,0,0,0
2082,Graduate (original),1.802781,0,0,0,0,1,1,0,0,20,0,0,100,2,0,0
2083,Graduate (original),0,1.74,1.294,0,0,1,0,0,1,34,0,0,100,1,0,0
2084,Graduate (original),1.377937,0,0,0,0,1,0,1,1,26,0,0,100,0,0,0
